Datasets\CHoiCe-Dataset-main\data-bin\52\Q (09).png,Q
Datasets\CHoiCe-Dataset-main\data-bin\37\B (04).png,B
Datasets\CHoiCe-Dataset-main\data-bin\37\B (32).png,B
Datasets\CHoiCe-Dataset-main\data-bin\35\z (19).png,z
Datasets\CHoiCe-Dataset-main\data-bin\16\g (08).png,g
Datasets\CHoiCe-Dataset-main\data-bin\07\7 (13).png,7
Datasets\CHoiCe-Dataset-main\data-bin\59\X (25).png,X
Datasets\CHoiCe-Dataset-main\data-bin\50\O (37).png,O
Datasets\CHoiCe-Dataset-main\data-bin\56\U (08).png,U
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (58).png,1
Datasets\CHoiCe-Dataset-main\data-bin\57\V (35).png,V
Datasets\CHoiCe-Dataset-main\data-bin\60\Y (22).png,Y
Datasets\CHoiCe-Dataset-main\data-bin\61\Z (20).png,Z
Datasets\CHoiCe-Dataset-main\data-bin\57\V (28).png,V
Datasets\CHoiCe-Dataset-main\data-bin\27\r (29).png,r
Datasets\CHoiCe-Dataset-main\data-bin\38\C (48).png,C
Datasets\CHoiCe-Dataset-main\data-bin\07\7 (29).png,7
Datasets\CHoiCe-Dataset-main\data-bin\49\N (25).png,N
Datasets\CHoiCe-Dataset-main\data-bin\61\Z (29).png,Z
Datasets\CHoiCe-Dataset-main\data-bin\40\E (33).png,E
Datasets\CHoiCe-Dataset-main\data-bin\34\y (29).png,y
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (20).png,4
Datasets\CHoiCe-Dataset-main\data-bin\40\E (44).png,E
Datasets\CHoiCe-Dataset-main\data-bin\46\K (10).png,K
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (39).png,4
Datasets\CHoiCe-Dataset-main\data-bin\39\D (08).png,D
Datasets\CHoiCe-Dataset-main\data-bin\55\T (23).png,T
Datasets\CHoiCe-Dataset-main\data-bin\20\k (14).png,k
Datasets\CHoiCe-Dataset-main\data-bin\00\0 (15).png,0
Datasets\CHoiCe-Dataset-main\data-bin\56\U (33).png,U
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (37).png,1
Datasets\CHoiCe-Dataset-main\data-bin\31\v (21).png,v
Datasets\CHoiCe-Dataset-main\data-bin\51\P (02).png,P
Datasets\CHoiCe-Dataset-main\data-bin\51\P (44).png,P
Datasets\CHoiCe-Dataset-main\data-bin\06\6 (15).png,6
Datasets\CHoiCe-Dataset-main\data-bin\06\6 (13).png,6
Datasets\CHoiCe-Dataset-main\data-bin\25\p (22).png,p
Datasets\CHoiCe-Dataset-main\data-bin\13\d (23).png,d
Datasets\CHoiCe-Dataset-main\data-bin\21\l (32).png,l
Datasets\CHoiCe-Dataset-main\data-bin\12\c (18).png,c
Datasets\CHoiCe-Dataset-main\data-bin\55\T (01).png,T
Datasets\CHoiCe-Dataset-main\data-bin\29\t (01).png,t
Datasets\CHoiCe-Dataset-main\data-bin\39\D (30).png,D
Datasets\CHoiCe-Dataset-main\data-bin\37\B (38).png,B
Datasets\CHoiCe-Dataset-main\data-bin\03\3 (56).png,3
Datasets\CHoiCe-Dataset-main\data-bin\28\s (34).png,s
Datasets\CHoiCe-Dataset-main\data-bin\61\Z (31).png,Z
Datasets\CHoiCe-Dataset-main\data-bin\13\d (21).png,d
Datasets\CHoiCe-Dataset-main\data-bin\10\a (45).png,a
Datasets\CHoiCe-Dataset-main\data-bin\49\N (08).png,N
Datasets\CHoiCe-Dataset-main\data-bin\58\W (14).png,W
Datasets\CHoiCe-Dataset-main\data-bin\57\V (21).png,V
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (54).png,1
Datasets\CHoiCe-Dataset-main\data-bin\30\u (27).png,u
Datasets\CHoiCe-Dataset-main\data-bin\56\U (25).png,U
Datasets\CHoiCe-Dataset-main\data-bin\14\e (35).png,e
Datasets\CHoiCe-Dataset-main\data-bin\06\6 (24).png,6
Datasets\CHoiCe-Dataset-main\data-bin\10\a (07).png,a
Datasets\CHoiCe-Dataset-main\data-bin\34\y (01).png,y
Datasets\CHoiCe-Dataset-main\data-bin\27\r (05).png,r
Datasets\CHoiCe-Dataset-main\data-bin\55\T (13).png,T
Datasets\CHoiCe-Dataset-main\data-bin\49\N (47).png,N
Datasets\CHoiCe-Dataset-main\data-bin\08\8 (40).png,8
Datasets\CHoiCe-Dataset-main\data-bin\40\E (25).png,E
Datasets\CHoiCe-Dataset-main\data-bin\03\3 (32).png,3
Datasets\CHoiCe-Dataset-main\data-bin\49\N (59).png,N
Datasets\CHoiCe-Dataset-main\data-bin\58\W (04).png,W
Datasets\CHoiCe-Dataset-main\data-bin\43\H (18).png,H
Datasets\CHoiCe-Dataset-main\data-bin\35\z (24).png,z
Datasets\CHoiCe-Dataset-main\data-bin\51\P (31).png,P
Datasets\CHoiCe-Dataset-main\data-bin\41\F (14).png,F
Datasets\CHoiCe-Dataset-main\data-bin\30\u (28).png,u
Datasets\CHoiCe-Dataset-main\data-bin\09\9 (12).png,9
Datasets\CHoiCe-Dataset-main\data-bin\05\5 (25).png,5
Datasets\CHoiCe-Dataset-main\data-bin\25\p (25).png,p
Datasets\CHoiCe-Dataset-main\data-bin\50\O (07).png,O
Datasets\CHoiCe-Dataset-main\data-bin\13\d (32).png,d
Datasets\CHoiCe-Dataset-main\data-bin\51\P (07).png,P
Datasets\CHoiCe-Dataset-main\data-bin\53\R (30).png,R
Datasets\CHoiCe-Dataset-main\data-bin\28\s (33).png,s
Datasets\CHoiCe-Dataset-main\data-bin\48\M (52).png,M
Datasets\CHoiCe-Dataset-main\data-bin\30\u (31).png,u
Datasets\CHoiCe-Dataset-main\data-bin\60\Y (18).png,Y
Datasets\CHoiCe-Dataset-main\data-bin\23\n (40).png,n
Datasets\CHoiCe-Dataset-main\data-bin\29\t (15).png,t
Datasets\CHoiCe-Dataset-main\data-bin\30\u (05).png,u
Datasets\CHoiCe-Dataset-main\data-bin\26\q (17).png,q
Datasets\CHoiCe-Dataset-main\data-bin\49\N (28).png,N
Datasets\CHoiCe-Dataset-main\data-bin\03\3 (28).png,3
Datasets\CHoiCe-Dataset-main\data-bin\35\z (23).png,z
Datasets\CHoiCe-Dataset-main\data-bin\28\s (14).png,s
Datasets\CHoiCe-Dataset-main\data-bin\06\6 (22).png,6
Datasets\CHoiCe-Dataset-main\data-bin\33\x (11).png,x
Datasets\CHoiCe-Dataset-main\data-bin\39\D (40).png,D
Datasets\CHoiCe-Dataset-main\data-bin\23\n (12).png,n
Datasets\CHoiCe-Dataset-main\data-bin\21\l (05).png,l
Datasets\CHoiCe-Dataset-main\data-bin\50\O (25).png,O
Datasets\CHoiCe-Dataset-main\data-bin\07\7 (16).png,7
Datasets\CHoiCe-Dataset-main\data-bin\37\B (21).png,B
Datasets\CHoiCe-Dataset-main\data-bin\29\t (29).png,t
Datasets\CHoiCe-Dataset-main\data-bin\10\a (71).png,a
Datasets\CHoiCe-Dataset-main\data-bin\41\F (32).png,F
Datasets\CHoiCe-Dataset-main\data-bin\25\p (07).png,p
Datasets\CHoiCe-Dataset-main\data-bin\61\Z (22).png,Z
Datasets\CHoiCe-Dataset-main\data-bin\57\V (09).png,V
Datasets\CHoiCe-Dataset-main\data-bin\05\5 (12).png,5
Datasets\CHoiCe-Dataset-main\data-bin\13\d (12).png,d
Datasets\CHoiCe-Dataset-main\data-bin\55\T (16).png,T
Datasets\CHoiCe-Dataset-main\data-bin\38\C (28).png,C
Datasets\CHoiCe-Dataset-main\data-bin\17\h (24).png,h
Datasets\CHoiCe-Dataset-main\data-bin\29\t (40).png,t
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (02).png,4
Datasets\CHoiCe-Dataset-main\data-bin\10\a (56).png,a
Datasets\CHoiCe-Dataset-main\data-bin\48\M (02).png,M
Datasets\CHoiCe-Dataset-main\data-bin\29\t (28).png,t
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (43).png,1
Datasets\CHoiCe-Dataset-main\data-bin\26\q (30).png,q
Datasets\CHoiCe-Dataset-main\data-bin\21\l (06).png,l
Datasets\CHoiCe-Dataset-main\data-bin\16\g (21).png,g
Datasets\CHoiCe-Dataset-main\data-bin\14\e (02).png,e
Datasets\CHoiCe-Dataset-main\data-bin\53\R (38).png,R
Datasets\CHoiCe-Dataset-main\data-bin\48\M (29).png,M
Datasets\CHoiCe-Dataset-main\data-bin\51\P (04).png,P
Datasets\CHoiCe-Dataset-main\data-bin\14\e (06).png,e
Datasets\CHoiCe-Dataset-main\data-bin\44\I (34).png,I
Datasets\CHoiCe-Dataset-main\data-bin\00\0 (60).png,0
Datasets\CHoiCe-Dataset-main\data-bin\14\e (19).png,e
Datasets\CHoiCe-Dataset-main\data-bin\02\2 (31).png,2
Datasets\CHoiCe-Dataset-main\data-bin\54\S (04).png,S
Datasets\CHoiCe-Dataset-main\data-bin\52\Q (05).png,Q
Datasets\CHoiCe-Dataset-main\data-bin\06\6 (04).png,6
Datasets\CHoiCe-Dataset-main\data-bin\22\m (12).png,m
Datasets\CHoiCe-Dataset-main\data-bin\30\u (01).png,u
Datasets\CHoiCe-Dataset-main\data-bin\18\i (26).png,i
Datasets\CHoiCe-Dataset-main\data-bin\18\i (46).png,i
Datasets\CHoiCe-Dataset-main\data-bin\10\a (02).png,a
Datasets\CHoiCe-Dataset-main\data-bin\24\o (27).png,o
Datasets\CHoiCe-Dataset-main\data-bin\11\b (31).png,b
Datasets\CHoiCe-Dataset-main\data-bin\16\g (14).png,g
Datasets\CHoiCe-Dataset-main\data-bin\23\n (21).png,n
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (24).png,1
Datasets\CHoiCe-Dataset-main\data-bin\36\A (26).png,A
Datasets\CHoiCe-Dataset-main\data-bin\47\L (11).png,L
Datasets\CHoiCe-Dataset-main\data-bin\57\V (25).png,V
Datasets\CHoiCe-Dataset-main\data-bin\07\7 (07).png,7
Datasets\CHoiCe-Dataset-main\data-bin\38\C (09).png,C
Datasets\CHoiCe-Dataset-main\data-bin\39\D (07).png,D
Datasets\CHoiCe-Dataset-main\data-bin\27\r (27).png,r
Datasets\CHoiCe-Dataset-main\data-bin\14\e (32).png,e
Datasets\CHoiCe-Dataset-main\data-bin\45\J (27).png,J
Datasets\CHoiCe-Dataset-main\data-bin\36\A (05).png,A
Datasets\CHoiCe-Dataset-main\data-bin\59\X (43).png,X
Datasets\CHoiCe-Dataset-main\data-bin\59\X (11).png,X
Datasets\CHoiCe-Dataset-main\data-bin\60\Y (09).png,Y
Datasets\CHoiCe-Dataset-main\data-bin\49\N (52).png,N
Datasets\CHoiCe-Dataset-main\data-bin\36\A (19).png,A
Datasets\CHoiCe-Dataset-main\data-bin\03\3 (11).png,3
Datasets\CHoiCe-Dataset-main\data-bin\59\X (08).png,X
Datasets\CHoiCe-Dataset-main\data-bin\51\P (23).png,P
Datasets\CHoiCe-Dataset-main\data-bin\58\W (19).png,W
Datasets\CHoiCe-Dataset-main\data-bin\10\a (40).png,a
Datasets\CHoiCe-Dataset-main\data-bin\52\Q (06).png,Q
Datasets\CHoiCe-Dataset-main\data-bin\27\r (02).png,r
Datasets\CHoiCe-Dataset-main\data-bin\42\G (41).png,G
Datasets\CHoiCe-Dataset-main\data-bin\47\L (21).png,L
Datasets\CHoiCe-Dataset-main\data-bin\22\m (40).png,m
Datasets\CHoiCe-Dataset-main\data-bin\54\S (16).png,S
Datasets\CHoiCe-Dataset-main\data-bin\18\i (45).png,i
Datasets\CHoiCe-Dataset-main\data-bin\28\s (09).png,s
Datasets\CHoiCe-Dataset-main\data-bin\51\P (40).png,P
Datasets\CHoiCe-Dataset-main\data-bin\17\h (29).png,h
Datasets\CHoiCe-Dataset-main\data-bin\08\8 (43).png,8
Datasets\CHoiCe-Dataset-main\data-bin\00\0 (51).png,0
Datasets\CHoiCe-Dataset-main\data-bin\39\D (16).png,D
Datasets\CHoiCe-Dataset-main\data-bin\53\R (31).png,R
Datasets\CHoiCe-Dataset-main\data-bin\53\R (39).png,R
Datasets\CHoiCe-Dataset-main\data-bin\31\v (10).png,v
Datasets\CHoiCe-Dataset-main\data-bin\36\A (29).png,A
Datasets\CHoiCe-Dataset-main\data-bin\37\B (22).png,B
Datasets\CHoiCe-Dataset-main\data-bin\49\N (64).png,N
Datasets\CHoiCe-Dataset-main\data-bin\22\m (34).png,m
Datasets\CHoiCe-Dataset-main\data-bin\58\W (26).png,W
Datasets\CHoiCe-Dataset-main\data-bin\21\l (25).png,l
Datasets\CHoiCe-Dataset-main\data-bin\39\D (04).png,D
Datasets\CHoiCe-Dataset-main\data-bin\09\9 (29).png,9
Datasets\CHoiCe-Dataset-main\data-bin\36\A (14).png,A
Datasets\CHoiCe-Dataset-main\data-bin\45\J (06).png,J
Datasets\CHoiCe-Dataset-main\data-bin\60\Y (08).png,Y
Datasets\CHoiCe-Dataset-main\data-bin\03\3 (20).png,3
Datasets\CHoiCe-Dataset-main\data-bin\41\F (05).png,F
Datasets\CHoiCe-Dataset-main\data-bin\28\s (10).png,s
Datasets\CHoiCe-Dataset-main\data-bin\49\N (05).png,N
Datasets\CHoiCe-Dataset-main\data-bin\10\a (59).png,a
Datasets\CHoiCe-Dataset-main\data-bin\27\r (06).png,r
Datasets\CHoiCe-Dataset-main\data-bin\59\X (14).png,X
Datasets\CHoiCe-Dataset-main\data-bin\10\a (47).png,a
Datasets\CHoiCe-Dataset-main\data-bin\14\e (27).png,e
Datasets\CHoiCe-Dataset-main\data-bin\35\z (05).png,z
Datasets\CHoiCe-Dataset-main\data-bin\05\5 (24).png,5
Datasets\CHoiCe-Dataset-main\data-bin\34\y (19).png,y
Datasets\CHoiCe-Dataset-main\data-bin\30\u (22).png,u
Datasets\CHoiCe-Dataset-main\data-bin\22\m (16).png,m
Datasets\CHoiCe-Dataset-main\data-bin\39\D (36).png,D
Datasets\CHoiCe-Dataset-main\data-bin\30\u (13).png,u
Datasets\CHoiCe-Dataset-main\data-bin\51\P (05).png,P
Datasets\CHoiCe-Dataset-main\data-bin\55\T (15).png,T
Datasets\CHoiCe-Dataset-main\data-bin\37\B (13).png,B
Datasets\CHoiCe-Dataset-main\data-bin\53\R (17).png,R
Datasets\CHoiCe-Dataset-main\data-bin\28\s (08).png,s
Datasets\CHoiCe-Dataset-main\data-bin\08\8 (41).png,8
Datasets\CHoiCe-Dataset-main\data-bin\49\N (14).png,N
Datasets\CHoiCe-Dataset-main\data-bin\02\2 (12).png,2
Datasets\CHoiCe-Dataset-main\data-bin\31\v (31).png,v
Datasets\CHoiCe-Dataset-main\data-bin\42\G (01).png,G
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (67).png,1
Datasets\CHoiCe-Dataset-main\data-bin\07\7 (08).png,7
Datasets\CHoiCe-Dataset-main\data-bin\31\v (39).png,v
Datasets\CHoiCe-Dataset-main\data-bin\03\3 (05).png,3
Datasets\CHoiCe-Dataset-main\data-bin\27\r (04).png,r
Datasets\CHoiCe-Dataset-main\data-bin\09\9 (32).png,9
Datasets\CHoiCe-Dataset-main\data-bin\56\U (01).png,U
Datasets\CHoiCe-Dataset-main\data-bin\43\H (39).png,H
Datasets\CHoiCe-Dataset-main\data-bin\00\0 (24).png,0
Datasets\CHoiCe-Dataset-main\data-bin\42\G (26).png,G
Datasets\CHoiCe-Dataset-main\data-bin\18\i (03).png,i
Datasets\CHoiCe-Dataset-main\data-bin\17\h (19).png,h
Datasets\CHoiCe-Dataset-main\data-bin\13\d (17).png,d
Datasets\CHoiCe-Dataset-main\data-bin\33\x (37).png,x
Datasets\CHoiCe-Dataset-main\data-bin\12\c (37).png,c
Datasets\CHoiCe-Dataset-main\data-bin\17\h (21).png,h
Datasets\CHoiCe-Dataset-main\data-bin\36\A (40).png,A
Datasets\CHoiCe-Dataset-main\data-bin\14\e (31).png,e
Datasets\CHoiCe-Dataset-main\data-bin\41\F (06).png,F
Datasets\CHoiCe-Dataset-main\data-bin\58\W (25).png,W
Datasets\CHoiCe-Dataset-main\data-bin\37\B (30).png,B
Datasets\CHoiCe-Dataset-main\data-bin\40\E (11).png,E
Datasets\CHoiCe-Dataset-main\data-bin\23\n (28).png,n
Datasets\CHoiCe-Dataset-main\data-bin\36\A (10).png,A
Datasets\CHoiCe-Dataset-main\data-bin\36\A (39).png,A
Datasets\CHoiCe-Dataset-main\data-bin\19\j (24).png,j
Datasets\CHoiCe-Dataset-main\data-bin\09\9 (22).png,9
Datasets\CHoiCe-Dataset-main\data-bin\56\U (10).png,U
Datasets\CHoiCe-Dataset-main\data-bin\37\B (15).png,B
Datasets\CHoiCe-Dataset-main\data-bin\54\S (17).png,S
Datasets\CHoiCe-Dataset-main\data-bin\03\3 (16).png,3
Datasets\CHoiCe-Dataset-main\data-bin\40\E (06).png,E
Datasets\CHoiCe-Dataset-main\data-bin\58\W (29).png,W
Datasets\CHoiCe-Dataset-main\data-bin\09\9 (37).png,9
Datasets\CHoiCe-Dataset-main\data-bin\48\M (22).png,M
Datasets\CHoiCe-Dataset-main\data-bin\17\h (34).png,h
Datasets\CHoiCe-Dataset-main\data-bin\03\3 (36).png,3
Datasets\CHoiCe-Dataset-main\data-bin\41\F (11).png,F
Datasets\CHoiCe-Dataset-main\data-bin\39\D (02).png,D
Datasets\CHoiCe-Dataset-main\data-bin\16\g (38).png,g
Datasets\CHoiCe-Dataset-main\data-bin\14\e (43).png,e
Datasets\CHoiCe-Dataset-main\data-bin\11\b (38).png,b
Datasets\CHoiCe-Dataset-main\data-bin\20\k (04).png,k
Datasets\CHoiCe-Dataset-main\data-bin\52\Q (17).png,Q
Datasets\CHoiCe-Dataset-main\data-bin\42\G (40).png,G
Datasets\CHoiCe-Dataset-main\data-bin\44\I (32).png,I
Datasets\CHoiCe-Dataset-main\data-bin\24\o (18).png,o
Datasets\CHoiCe-Dataset-main\data-bin\50\O (08).png,O
Datasets\CHoiCe-Dataset-main\data-bin\34\y (36).png,y
Datasets\CHoiCe-Dataset-main\data-bin\33\x (18).png,x
Datasets\CHoiCe-Dataset-main\data-bin\56\U (37).png,U
Datasets\CHoiCe-Dataset-main\data-bin\56\U (39).png,U
Datasets\CHoiCe-Dataset-main\data-bin\13\d (40).png,d
Datasets\CHoiCe-Dataset-main\data-bin\10\a (25).png,a
Datasets\CHoiCe-Dataset-main\data-bin\10\a (06).png,a
Datasets\CHoiCe-Dataset-main\data-bin\21\l (23).png,l
Datasets\CHoiCe-Dataset-main\data-bin\46\K (22).png,K
Datasets\CHoiCe-Dataset-main\data-bin\18\i (39).png,i
Datasets\CHoiCe-Dataset-main\data-bin\54\S (57).png,S
Datasets\CHoiCe-Dataset-main\data-bin\38\C (49).png,C
Datasets\CHoiCe-Dataset-main\data-bin\28\s (37).png,s
Datasets\CHoiCe-Dataset-main\data-bin\59\X (24).png,X
Datasets\CHoiCe-Dataset-main\data-bin\21\l (17).png,l
Datasets\CHoiCe-Dataset-main\data-bin\60\Y (02).png,Y
Datasets\CHoiCe-Dataset-main\data-bin\41\F (34).png,F
Datasets\CHoiCe-Dataset-main\data-bin\10\a (65).png,a
Datasets\CHoiCe-Dataset-main\data-bin\49\N (57).png,N
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (27).png,4
Datasets\CHoiCe-Dataset-main\data-bin\17\h (14).png,h
Datasets\CHoiCe-Dataset-main\data-bin\00\0 (10).png,0
Datasets\CHoiCe-Dataset-main\data-bin\02\2 (23).png,2
Datasets\CHoiCe-Dataset-main\data-bin\31\v (37).png,v
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (14).png,1
Datasets\CHoiCe-Dataset-main\data-bin\13\d (27).png,d
Datasets\CHoiCe-Dataset-main\data-bin\31\v (09).png,v
Datasets\CHoiCe-Dataset-main\data-bin\60\Y (03).png,Y
Datasets\CHoiCe-Dataset-main\data-bin\48\M (16).png,M
Datasets\CHoiCe-Dataset-main\data-bin\48\M (27).png,M
Datasets\CHoiCe-Dataset-main\data-bin\15\f (10).png,f
Datasets\CHoiCe-Dataset-main\data-bin\56\U (30).png,U
Datasets\CHoiCe-Dataset-main\data-bin\46\K (32).png,K
Datasets\CHoiCe-Dataset-main\data-bin\39\D (18).png,D
Datasets\CHoiCe-Dataset-main\data-bin\13\d (07).png,d
Datasets\CHoiCe-Dataset-main\data-bin\06\6 (16).png,6
Datasets\CHoiCe-Dataset-main\data-bin\55\T (32).png,T
Datasets\CHoiCe-Dataset-main\data-bin\13\d (30).png,d
Datasets\CHoiCe-Dataset-main\data-bin\42\G (44).png,G
Datasets\CHoiCe-Dataset-main\data-bin\40\E (02).png,E
Datasets\CHoiCe-Dataset-main\data-bin\02\2 (40).png,2
Datasets\CHoiCe-Dataset-main\data-bin\16\g (06).png,g
Datasets\CHoiCe-Dataset-main\data-bin\26\q (14).png,q
Datasets\CHoiCe-Dataset-main\data-bin\23\n (20).png,n
Datasets\CHoiCe-Dataset-main\data-bin\09\9 (45).png,9
Datasets\CHoiCe-Dataset-main\data-bin\13\d (05).png,d
